id_cliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,protecao_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,metodo_pagamento,contas_diarias,cobranca_mensal,cobranca_total
0264-cnitk,nao,mulher,nao,sim,sim,71,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.65,20.1,1389.6
0265-edxbd,sim,homem,sim,sim,nao,32,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.4,74.9,2303.35
0265-psuae,nao,mulher,nao,sim,sim,16,sim,nao,fibra otica,sim,nao,sim,nao,sim,sim,mensal,nao,transferencia automatica,3.17,100.7,1522.7
0266-clzkz,nao,mulher,nao,sim,sim,67,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,bienal,sim,transferencia automatica,3.34,105.65,6717.9
0266-gmeao,nao,homem,nao,sim,sim,72,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.73,114.3,8058.55
0268-qkiwo,sim,mulher,nao,nao,nao,3,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque eletronico,0.65,19.75,58.85
0269-xfesx,nao,homem,nao,sim,sim,23,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.78,24.35,538.5
0270-thenm,nao,homem,nao,sim,sim,72,sim,sim,dsl,sim,sim,sim,sim,nao,nao,bienal,nao,transferencia automatica,2.36,69.85,5102.35
0274-jkujr,nao,homem,nao,sim,sim,7,nao,sem telefone,dsl,sim,sim,sim,nao,sim,sim,mensal,nao,cheque correios,2.22,58.85,465.7
0277-bksqp,nao,homem,nao,sim,sim,8,sim,nao,dsl,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,1.98,54.4,475.1
0277-orxqs,nao,homem,nao,sim,sim,66,nao,sem telefone,dsl,nao,nao,nao,sim,sim,sim,bienal,nao,transferencia automatica,1.7,50.55,3364.55
0278-yxoog,sim,homem,nao,nao,nao,5,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.76,21.05,113.85
0280-xjgex,sim,homem,nao,nao,nao,49,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,transferencia automatica,3.43,103.7,5036.3
0281-cntzx,nao,homem,nao,sim,nao,63,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,transferencia automatica,0.65,19.95,1234.8
0282-nvsjs,nao,mulher,sim,sim,sim,12,nao,sem telefone,dsl,nao,nao,nao,sim,nao,nao,mensal,sim,cheque correios,0.99,29.3,355.9
0285-inhln,nao,homem,nao,sim,sim,27,sim,nao,dsl,sim,sim,nao,nao,nao,nao,mensal,sim,cartao credito automatico,1.86,54.75,1510.3
0289-ivarm,nao,mulher,nao,nao,nao,35,sim,nao,dsl,sim,sim,sim,nao,nao,nao,mensal,nao,cheque eletronico,1.89,60.55,1982.6
0292-wegch,nao,mulher,nao,sim,sim,54,sim,sim,dsl,nao,sim,sim,sim,sim,sim,mensal,sim,cheque eletronico,2.79,86.2,4524.05
0295-pphdo,sim,homem,nao,nao,nao,1,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.18,95.45,95.45
0295-qvkpb,nao,homem,nao,nao,nao,5,sim,nao,dsl,nao,nao,sim,sim,sim,nao,mensal,sim,cartao credito automatico,2.12,63.95,318.1
0297-rbcsg,nao,homem,nao,nao,nao,19,sim,nao,dsl,nao,sim,nao,sim,nao,sim,anual,sim,transferencia automatica,2.16,65.35,1231.85
0298-xacet,nao,homem,nao,sim,sim,52,nao,sem telefone,dsl,nao,sim,sim,sim,sim,nao,bienal,nao,cheque correios,1.64,50.2,2554.0
0301-fidrb,nao,mulher,nao,sim,sim,72,nao,sem telefone,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,transferencia automatica,2.17,63.8,4684.3
0301-kobtq,nao,homem,nao,nao,nao,32,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,transferencia automatica,0.64,20.05,614.45
0302-joivn,sim,mulher,nao,sim,nao,8,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,mensal,nao,cheque eletronico,3.51,101.15,842.9
0303-uncip,nao,homem,nao,nao,nao,41,sim,sim,dsl,nao,nao,sim,nao,nao,sim,anual,nao,cheque correios,2.06,65.0,2531.8
0303-wmmrn,nao,homem,nao,nao,nao,5,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.57,19.25,86.05
0305-sqecb,nao,mulher,nao,nao,sim,11,nao,sem telefone,dsl,sim,nao,nao,sim,nao,nao,anual,sim,cheque correios,1.22,36.05,402.6
0306-jaele,sim,homem,nao,nao,nao,5,sim,nao,fibra otica,nao,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,3.02,96.1,453.4
0307-bcopk,nao,mulher,nao,nao,nao,16,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.68,19.05,326.65
0308-giqjt,nao,homem,sim,nao,nao,71,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,anual,nao,transferencia automatica,3.47,105.75,7382.85
0308-ivgok,nao,mulher,nao,nao,nao,11,nao,sem telefone,dsl,nao,sim,sim,sim,nao,nao,anual,sim,cartao credito automatico,1.28,40.4,422.6
0310-mvlet,sim,mulher,nao,sim,sim,61,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.28,99.15,6010.05
0310-sucin,nao,mulher,nao,sim,nao,71,sim,nao,dsl,sim,sim,sim,sim,sim,sim,anual,sim,transferencia automatica,2.84,84.8,6046.1
0310-vqxam,nao,homem,nao,nao,nao,9,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.66,19.85,178.8
0311-qywss,nao,mulher,nao,nao,nao,6,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.75,49.45,314.6
0311-unpff,sim,mulher,nao,nao,nao,26,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,transferencia automatica,2.92,88.8,2274.35
0314-tkosi,nao,mulher,nao,nao,nao,6,sim,nao,dsl,sim,sim,nao,nao,nao,nao,mensal,nao,cheque correios,1.79,55.15,322.9
0315-lvcrk,nao,homem,nao,nao,nao,11,sim,nao,fibra otica,nao,nao,sim,nao,nao,sim,mensal,nao,cheque eletronico,2.69,84.8,888.75
0318-quuob,sim,homem,nao,sim,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,2.68,80.55,80.55
0318-zopws,nao,mulher,nao,sim,nao,49,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,transferencia automatica,0.66,20.15,973.35
0319-qztco,nao,mulher,nao,sim,sim,3,sim,nao,dsl,nao,sim,nao,nao,sim,nao,mensal,sim,cartao credito automatico,1.87,58.7,168.6
0320-dwvtu,nao,mulher,nao,nao,nao,53,sim,nao,fibra otica,sim,sim,sim,sim,nao,sim,bienal,nao,cheque correios,3.41,99.5,5424.25
0320-jdnqg,sim,homem,nao,sim,sim,23,sim,nao,fibra otica,sim,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,3.38,99.85,2331.3
0322-chqru,sim,homem,nao,nao,nao,2,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.49,45.35,89.5
0322-yinqp,sim,homem,nao,nao,nao,1,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,cheque correios,1.62,48.55,48.55
0323-xwwtn,nao,homem,nao,nao,sim,3,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,cheque correios,1.35,26.4,121.25
0324-brpcj,sim,mulher,sim,sim,nao,68,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.36,100.2,6851.65
0325-xbfac,sim,homem,nao,nao,nao,8,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.08,94.7,740.3
0326-vdyxe,nao,mulher,nao,sim,nao,70,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,3.32,97.65,6982.5
0327-wfzsy,nao,homem,nao,sim,sim,39,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,anual,nao,cheque eletronico,3.28,100.0,3835.55
0328-grpmv,sim,mulher,nao,nao,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.34,70.1,70.1
0329-gtiaj,sim,mulher,nao,nao,nao,3,sim,nao,fibra otica,nao,sim,nao,sim,sim,sim,mensal,sim,cheque eletronico,3.5,97.9,315.3
0330-bgyze,nao,homem,nao,sim,nao,60,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,anual,nao,transferencia automatica,3.42,102.5,6157.6
0330-ivzha,sim,mulher,nao,sim,nao,5,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,2.2,69.95,330.15
0334-gddso,sim,homem,sim,nao,nao,3,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.6,81.35,233.7
0334-zfjsr,nao,mulher,nao,sim,nao,55,sim,sim,dsl,sim,sim,nao,sim,nao,nao,anual,sim,cartao credito automatico,2.1,66.05,3462.1
0336-kxkfk,nao,homem,nao,nao,nao,72,nao,sem telefone,dsl,sim,nao,sim,sim,sim,sim,bienal,sim,cartao credito automatico,2.03,61.2,4390.25
0336-pikei,nao,homem,sim,sim,nao,72,sim,nao,dsl,sim,sim,sim,sim,sim,nao,bienal,nao,transferencia automatica,2.48,74.4,5360.75
0337-cnpze,sim,mulher,nao,nao,nao,41,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.61,106.3,4443.45
0343-qluzp,nao,homem,nao,nao,nao,60,nao,sem telefone,dsl,sim,sim,sim,nao,nao,nao,bienal,nao,transferencia automatica,1.35,39.6,2424.5
0345-hkjvm,sim,mulher,nao,nao,nao,6,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,nao,cheque eletronico,3.21,89.3,577.6
0345-xmmug,nao,mulher,nao,sim,nao,46,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.52,108.9,4854.3
0347-ubkuz,nao,mulher,nao,nao,nao,15,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.71,19.9,320.45
0348-sdkol,sim,mulher,nao,sim,nao,58,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,mensal,sim,cartao credito automatico,3.38,102.1,5885.4
0354-vxmjc,nao,homem,nao,sim,sim,23,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.62,19.6,426.65
0354-wyrok,sim,mulher,sim,sim,sim,31,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,mensal,sim,cheque eletronico,3.13,98.9,2911.3
0356-erhvt,nao,homem,nao,sim,nao,11,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia automatica,1.58,45.9,521.9
0356-obmac,nao,mulher,sim,nao,nao,56,sim,sim,fibra otica,nao,sim,sim,sim,sim,nao,bienal,sim,transferencia automatica,3.4,99.9,5706.3
0357-nvcri,nao,mulher,nao,nao,sim,25,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cartao credito automatico,0.63,20.05,471.7
0361-hjrdx,nao,mulher,nao,nao,nao,68,nao,sem telefone,dsl,sim,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,2.23,64.35,4539.6
0362-raoqo,nao,mulher,nao,nao,nao,40,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.69,19.65,830.25
0362-zbzwj,sim,homem,nao,nao,nao,36,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.84,84.9,3067.2
0363-qjvfx,sim,homem,nao,nao,nao,32,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,mensal,sim,cartao credito automatico,3.58,108.15,3432.9
0363-svhyr,nao,homem,nao,sim,sim,71,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,nao,transferencia automatica,2.94,86.85,6263.8
0365-bzuwy,nao,homem,nao,sim,nao,17,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.42,102.55,1742.5
0365-gxezs,nao,homem,nao,sim,nao,18,sim,nao,fibra otica,nao,nao,sim,sim,nao,nao,mensal,nao,cheque eletronico,2.72,78.2,1468.75
0365-trtpy,nao,mulher,nao,nao,nao,37,sim,sim,fibra otica,sim,sim,sim,nao,nao,nao,mensal,nao,transferencia automatica,3.05,91.2,3382.3
0366-nqshs,nao,homem,nao,nao,nao,2,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.77,19.35,46.35
0369-zgovk,nao,mulher,nao,sim,sim,28,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,anual,sim,transferencia automatica,2.37,70.4,1992.2
0373-aivnj,nao,homem,nao,nao,nao,9,nao,sem telefone,dsl,sim,sim,sim,nao,nao,nao,anual,nao,cheque correios,1.38,39.55,373.0
0374-aacsz,nao,mulher,nao,nao,nao,1,sim,nao,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.67,50.15,50.15
0374-fiuca,nao,homem,nao,sim,nao,65,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,cartao credito automatico,0.73,20.4,1414.45
0374-ioegq,nao,mulher,nao,nao,nao,3,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.36,44.6,122.7
0375-hvgxo,sim,mulher,nao,nao,nao,1,nao,sem telefone,dsl,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,1.16,34.7,34.7
0376-oiwme,nao,homem,nao,sim,nao,36,sim,nao,fibra otica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.12,93.6,3366.05
0376-ymcjc,sim,homem,nao,nao,nao,23,sim,sim,fibra otica,nao,nao,nao,sim,sim,nao,mensal,sim,cheque eletronico,2.82,90.6,1943.2
0377-jbkkt,nao,homem,nao,sim,sim,22,sim,nao,dsl,sim,sim,nao,sim,nao,nao,mensal,sim,cheque correios,1.93,57.95,1271.8
0378-cjkpv,nao,mulher,nao,sim,nao,72,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,3.69,112.1,7965.95
0378-nhqxu,sim,mulher,nao,sim,sim,17,sim,sim,fibra otica,nao,nao,sim,nao,sim,nao,mensal,nao,cheque eletronico,2.86,88.25,1460.65
0378-tovms,sim,mulher,nao,nao,nao,3,sim,nao,fibra otica,nao,nao,nao,sim,nao,sim,mensal,nao,cheque eletronico,3.02,85.8,272.2
0378-xszpu,sim,homem,nao,sim,nao,58,sim,nao,dsl,sim,sim,sim,nao,nao,nao,anual,nao,cartao credito automatico,2.05,60.3,3563.8
0379-djqhr,nao,homem,nao,sim,sim,67,sim,nao,dsl,sim,sim,sim,nao,sim,sim,bienal,nao,cartao credito automatico,2.69,81.35,5398.6
0380-neavx,nao,homem,sim,nao,nao,34,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,anual,sim,cheque eletronico,3.28,99.85,3343.15
0380-zcsbi,nao,homem,nao,nao,nao,10,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cartao credito automatico,0.66,20.0,198.7
0383-cldda,nao,mulher,nao,nao,nao,69,sim,sim,dsl,sim,nao,sim,sim,sim,sim,bienal,sim,cartao credito automatico,2.85,85.35,5897.4
0384-lpite,nao,homem,nao,nao,nao,40,nao,sem telefone,dsl,sim,sim,sim,nao,sim,sim,anual,nao,cartao credito automatico,2.09,62.05,2511.55
0384-rvbpi,nao,homem,nao,nao,nao,20,sim,nao,dsl,sim,nao,sim,nao,nao,sim,mensal,nao,cartao credito automatico,2.33,64.4,1398.6
0386-cwrgm,nao,mulher,nao,sim,sim,46,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.7,19.4,967.85
0388-eopex,sim,mulher,nao,sim,nao,2,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.32,74.4,139.4
0390-dcfdq,sim,mulher,sim,sim,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,2.35,70.45,70.45
0392-bziuw,nao,mulher,nao,sim,nao,72,sim,sim,fibra otica,sim,nao,sim,nao,sim,sim,bienal,sim,cartao credito automatico,3.51,105.0,7589.8
0394-yondk,nao,homem,nao,sim,sim,70,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.85,25.15,1790.15
0396-hujbp,nao,mulher,nao,nao,nao,2,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.74,19.3,44.4
0396-ukgai,nao,homem,nao,nao,sim,23,sim,nao,dsl,nao,sim,nao,sim,nao,nao,mensal,sim,transferencia automatica,1.86,55.3,1284.2
0396-ychwo,nao,homem,nao,sim,nao,36,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.22,95.4,3474.2
0397-gzbbc,sim,homem,sim,sim,nao,59,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,transferencia automatica,3.15,93.85,5574.75
0397-zxwqf,nao,homem,nao,nao,nao,67,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.71,20.5,1430.95
0401-wdbxm,nao,homem,nao,sim,sim,72,sim,sim,fibra otica,sim,nao,sim,nao,sim,sim,bienal,sim,transferencia automatica,3.49,105.55,7542.25
0402-cqajn,sim,mulher,nao,nao,nao,37,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mensal,sim,transferencia automatica,3.19,101.9,3545.35
0402-oamen,nao,mulher,nao,sim,sim,72,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.79,24.45,1709.1
0404-ahasp,nao,homem,nao,sim,nao,72,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.66,19.7,1421.9
0404-swrvg,sim,homem,nao,nao,nao,3,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.55,74.4,229.55
0406-bpdvr,sim,mulher,sim,sim,nao,54,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,anual,sim,cartao credito automatico,3.32,101.5,5373.1
0407-bdjkb,sim,homem,nao,sim,nao,60,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,mensal,sim,cheque eletronico,3.19,95.75,5742.9
0409-wtmpl,nao,mulher,nao,sim,nao,58,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,anual,sim,cartao credito automatico,3.75,110.65,6526.65
0410-ipfty,nao,mulher,nao,sim,nao,31,sim,nao,fibra otica,nao,sim,nao,nao,nao,sim,mensal,sim,transferencia automatica,2.88,83.85,2674.15
0411-ezjze,nao,mulher,nao,nao,nao,3,sim,sim,dsl,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,1.89,60.25,170.5
0412-uccnp,nao,homem,nao,nao,nao,55,sim,nao,dsl,sim,nao,sim,sim,nao,nao,bienal,sim,cheque eletronico,1.92,59.2,3175.85
0415-mosgf,sim,mulher,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque correios,1.48,44.4,44.4
0419-yaapx,nao,homem,nao,sim,nao,49,sim,nao,fibra otica,nao,sim,nao,nao,sim,nao,mensal,sim,cartao credito automatico,2.92,85.3,4297.95
0420-bwtpw,sim,homem,nao,nao,sim,8,nao,sem telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque correios,0.9,25.5,215.2
0420-hlgxf,nao,mulher,sim,nao,nao,39,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.45,99.75,4036.0
0420-txvsg,nao,homem,nao,sim,nao,66,sim,sim,dsl,sim,sim,sim,nao,nao,nao,bienal,sim,cartao credito automatico,2.24,66.1,4428.45
0422-ohqhq,nao,mulher,nao,sim,sim,15,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.66,20.55,295.95
0422-uxfap,nao,mulher,nao,sim,nao,51,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,3.23,98.85,4947.55
0423-udijq,nao,homem,sim,nao,nao,9,sim,nao,dsl,nao,nao,nao,sim,nao,nao,mensal,nao,cheque correios,1.66,49.2,447.9
0426-tirne,sim,mulher,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.7,20.9,20.9
0428-axxlj,nao,homem,nao,nao,nao,25,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,sim,transferencia automatica,0.69,19.5,516.3
0428-ikycp,nao,homem,nao,sim,nao,22,sim,nao,fibra otica,nao,nao,sim,nao,sim,nao,mensal,sim,transferencia automatica,2.8,87.0,1850.65
0430-ihcdj,nao,homem,nao,nao,nao,15,sim,sim,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.66,49.0,749.25
0431-apwvy,sim,mulher,nao,sim,sim,28,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,anual,sim,transferencia automatica,3.09,90.1,2598.95
0432-cajzv,nao,homem,nao,nao,nao,3,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,nao,cheque correios,2.64,90.7,237.65
0434-csfon,nao,mulher,nao,sim,nao,47,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.34,100.5,4707.1
0436-twffz,nao,mulher,nao,nao,nao,67,sim,sim,dsl,sim,nao,sim,sim,sim,sim,bienal,sim,cheque correios,2.84,85.25,5714.2
0439-ifyun,nao,mulher,sim,nao,nao,18,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.4,74.7,1294.6
0440-ekdcf,nao,homem,nao,sim,nao,62,sim,nao,dsl,nao,sim,sim,sim,nao,nao,bienal,sim,cartao credito automatico,2.02,60.15,3753.2
0440-mogpm,nao,mulher,nao,nao,nao,41,sim,sim,dsl,nao,sim,sim,nao,sim,sim,anual,sim,cheque eletronico,2.65,80.55,3263.9
0440-qexbz,nao,mulher,nao,nao,nao,44,sim,sim,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,1.62,50.15,2139.1
0440-uedai,nao,mulher,nao,nao,nao,53,sim,nao,fibra otica,nao,sim,sim,sim,nao,sim,anual,sim,cartao credito automatico,3.17,94.45,5042.75
0442-tdyuo,nao,homem,nao,sim,nao,48,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,cheque correios,0.72,20.05,1036.0
0442-zxkvs,nao,mulher,sim,sim,nao,54,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,anual,sim,transferencia automatica,3.97,115.6,6431.05
0447-bemng,sim,mulher,nao,sim,nao,48,nao,sem telefone,dsl,sim,nao,sim,nao,nao,sim,mensal,sim,transferencia automatica,1.49,45.3,2145.0
0447-rxsgd,nao,homem,nao,nao,nao,24,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,transferencia automatica,3.34,99.65,2404.85
0454-okrct,nao,homem,nao,nao,nao,33,sim,nao,fibra otica,nao,sim,nao,sim,nao,nao,bienal,nao,transferencia automatica,2.68,80.6,2651.1
0455-entcr,nao,homem,nao,sim,nao,66,sim,sim,dsl,sim,sim,nao,sim,sim,sim,bienal,nao,cheque eletronico,2.8,85.25,5538.35
0455-xfass,nao,mulher,nao,sim,sim,3,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.22,69.55,200.2
0458-heuzg,nao,mulher,nao,nao,nao,13,nao,sem telefone,dsl,nao,nao,sim,sim,nao,nao,bienal,nao,cheque correios,1.15,35.4,450.4
0459-spzhj,nao,homem,nao,sim,sim,63,sim,sim,dsl,sim,sim,sim,nao,sim,sim,bienal,nao,cartao credito automatico,2.88,83.5,5435.0
0461-cvkmu,sim,mulher,nao,sim,sim,23,sim,nao,fibra otica,nao,sim,sim,sim,nao,nao,mensal,nao,cheque eletronico,2.75,83.8,1900.25
0463-txoak,nao,homem,nao,nao,sim,52,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.86,25.6,1334.5
0463-wzzko,nao,homem,nao,nao,nao,3,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cartao credito automatico,0.75,20.75,67.1
0463-zsdnt,nao,homem,nao,nao,nao,10,sim,nao,dsl,nao,nao,nao,nao,nao,sim,mensal,sim,transferencia automatica,1.68,56.75,503.25
0464-wjtko,nao,mulher,nao,sim,sim,72,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.68,20.1,1460.85
0468-yrpxn,nao,homem,nao,nao,nao,29,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,mensal,sim,cartao credito automatico,3.23,98.8,2807.1
0471-arvmx,nao,mulher,sim,sim,nao,62,sim,sim,fibra otica,sim,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,3.39,104.85,6312.9
0471-lvhgk,sim,homem,nao,sim,nao,41,sim,sim,dsl,nao,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,2.44,73.0,3001.2
0475-rijep,sim,homem,nao,nao,nao,43,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.61,77.85,3365.85
0479-hmswa,nao,mulher,nao,nao,sim,26,sim,nao,fibra otica,nao,sim,sim,sim,sim,sim,bienal,sim,cheque eletronico,3.48,105.45,2715.3
0480-bixde,nao,mulher,nao,sim,nao,19,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.06,96.8,1743.05
0480-kyjva,nao,mulher,nao,sim,sim,72,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.83,24.25,1784.5
0481-sumcb,nao,mulher,sim,nao,nao,45,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,anual,sim,transferencia automatica,3.51,102.15,4735.35
0484-ffvbj,nao,homem,nao,nao,nao,32,sim,nao,dsl,nao,nao,nao,nao,sim,sim,anual,sim,transferencia automatica,2.09,64.85,2010.95
0484-jpbru,nao,homem,nao,nao,nao,41,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,transferencia automatica,0.81,25.25,996.45
